Name, BaseDamage, BaseDamageType, AreaDamageType, DetDamageType, ShieldDamageType, LargeGridModifier, SmallGridModifier, ArmorModifier, LightArmorModifier, HeavyArmorModifier, NonArmorModifier, ShieldsModifier, ShieldBypass, FragmentName, FragmentQuanty, FragmentDegrees, BBHRadius, BBHDamage, BBHDepth, BBHMaxAbsorb, BBHFalloff, EOLRadius, EOLDamage, EOLDepth, EOLMaxAbsorb, EOLFalloff, AccelPerSec, MaxSpeed, MaxTrajectory, MaxLifeTime
Repeating, 3500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, 0.75, -1, 5, -1, AryxRailgunAmmoFrag_Mag, 8, 90, 0, 0, 0, 0, NoFallOff, 5, 24500, 1, 0, Exponential, 0, 2000, 5000, 0
AryxRailgunAmmoFrag_Mag, 3500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, 0.25, 1.25, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 4, 8000, 1, 0, Exponential, 0, 600, 50, 0
Hitscan_Artemis_Frag, 100000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 5, -1, AryxRailgunAmmoFrag, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 5, 1, 0, NoFalloff, 0, 0, 15000, 0
Pyroacid_ammo, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, 2, -1, 6, -1, Pyroacid_guided_ammo, 1, 0, 5, 5, 1, 0, Pooled, 0, 0, 0, 0, Pooled, 0, 200, 15000, 30
Pyroacid_guided_ammo, 7000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 100, -1, Pyroacid_splash_ammo, 80, 325, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 500, 800, 5000, 0
Pyroacid_splash_ammo, 15000, Energy, Energy, Energy, Energy, -1, -1, -1, 0.3, 2, 0.2, 10, -1, Pyroacid_splash2_ammo, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 400, 70, 10, 0
Pyroacid_splash2_ammo, 2800, Energy, Energy, Energy, Energy, -1, -1, -1, 0.5, -1, 0.25, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 60, 1, 80, 0
HeavyPyroacid_ammo, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, 2, -1, 6, -1, HeavyPyroacid_guided_ammo, 1, 0, 5, 5, 1, 0, Pooled, 0, 0, 0, 0, Pooled, 0, 200, 15000, 30
HeavyPyroacid_guided_ammo, 10000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, -1, -1, HeavyPyroacid_splash_ammo, 100, 325, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 500, 800, 5000, 0
HeavyPyroacid_splash_ammo, 20000, Energy, Energy, Energy, Energy, -1, -1, -1, 0.3, 2, 0.2, 15, -1, HeavyPyroacid_splash2_ammo, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 400, 70, 10, 0
HeavyPyroacid_splash2_ammo, 2800, Energy, Energy, Energy, Energy, -1, -1, -1, 0.5, -1, 0.25, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 60, 1, 80, 0
Bioplasma_ammo, 50000, Energy, Energy, Energy, Energy, -1, -1, -1, 0.5, -1, -1, 3, -1, Bioplasma_ammo_splash, 30, 15, 0, 0, 0, 0, NoFallOff, 3, 40000, 1, 0, Curve, 0, 3000, 10000, 0
Bioplasma_ammo_splash, 20000, Energy, Energy, Energy, Energy, -1, -1, -1, 0.5, 2, 0.5, 10, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1500, 80, 0
Hivedrone_ammo_launch, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, Hivedrone_ammo, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 0, 0, Pooled, 12, 100, 10000, 240
Hivedrone_ammo, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 0.7, -1, Hivedrone_ammo_half, 1, 5, 0, 0, 0, 0, NoFallOff, 4, 350000, 3, 0, Linear, 300, 320, 20000, 12600
Hivedrone_ammo_half, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, Hivedrone_ammo_quarter, 1, 5, 0, 0, 0, 0, NoFallOff, 4, 300000, 3, 0, Linear, 300, 300, 20000, 10800
Hivedrone_ammo_quarter, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, Hivedrone_ammo_eighth, 1, 5, 0, 0, 0, 0, NoFallOff, 4, 300000, 3, 0, Linear, 300, 280, 20000, 9000
Hivedrone_ammo_eighth, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, Hivedrone_ammo_sixteenth, 1, 5, 0, 0, 0, 0, NoFallOff, 4, 300000, 3, 0, Linear, 300, 260, 20000, 9000
Hivedrone_ammo_sixteenth, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, Hivedrone_ammo_lunge, 1, 0, 0, 0, 0, 0, NoFallOff, 4, 300000, 3, 0, Linear, 300, 240, 15000, 900
Hivedrone_ammo_lunge, 200000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 2, 10000, 2, 0, Pooled, 600, 1500, 1000, 180
Bioplasma_Hivedrone_ammo_launch, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.3, -1, -1, -1, -1, 2, -1, Bioplasma_Hivedrone_ammo, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 0, 0, Pooled, 12, 100, 10000, 240
Bioplasma_Hivedrone_ammo, 40000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, BioplasmaHivedrone_ammo_lunge, 1, 10, 0, 0, 0, 0, NoFallOff, 6, 500000, 6, 0, Linear, 300, 320, 50000, 14400
BioplasmaHivedrone_ammo_plasma, 30000, Energy, Energy, Energy, Energy, -1, -1, -1, 0.5, -1, 0.5, 3, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Pooled, 2000, 5000, 600, 600
BioplasmaHivedrone_ammo_lunge, 200000, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.3, -1, -1, -1, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 2, 100000, 2, 0, Pooled, 600, 1000, 1000, 180
Leap_ammo, 0, Energy, Energy, Energy, Energy, -1, -1, -1, 0.5, 2, -1, 3, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3000, 1, 0
Particle, 35000, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 6, 0, None, 0, 0, 0, 0, 0, 0, NoFallOff, 6, 40000, 6, 0, Pooled, 0, 2500, 4000, 900
Ammo 2, 111, Energy, Energy, Energy, Energy, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, NoFallOff, 5, 5, 1, 0, Squeeze, 120, 600, 1000, 1200
Particle, 80000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 6, 0, None, 0, 0, 0, 0, 0, 0, NoFallOff, 8, 150000, 8, 0, Pooled, 0, 2500, 6000, 0
Ammo 2, 111, Energy, Energy, Energy, Energy, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, NoFallOff, 5, 5, 1, 0, Squeeze, 120, 600, 1000, 1200
Nova Plasma Warhead, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 4, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 12, 500000, 10, 0, Linear, 0, 2000, 10000, 0
